Reporting Area,Current MMWR Year,MMWR WEEK,Disease,Current week,"Current week, flag"
総数,2026,20,Severe invasive group A streptococcal infection,22,
総数,2026,20,Smallpox,0,
総数,2026,20,South American hemorrhagic fever,0,
総数,2026,20,Syphilis,147,
総数,2026,20,Tetanus,2,
総数,2026,20,Ticks-borne encephalitis,0,
総数,2026,20,Tuberculosis,254,
総数,2026,20,Tularemia,0,
総数,2026,20,Typhoid fever,0,
総数,2026,20,Typhus (Rickettsial),0,
総数,2026,20,Vancomycin-resistant Enterococcus infection,3,
総数,2026,20,Vancomycin-resistant Staphylococcus aureus infection,0,
総数,2026,20,Venezuelan equine encephalitis,0,
総数,2026,20,Viral hepatitis,3,
総数,2026,20,West Nile fever,0,
総数,2026,20,Western equine encephalitis,0,
総数,2026,20,Yellow fever,0,
総数,2026,20,Zika virus infection,0,
総数,2026,22,AIDS,16,
総数,2026,22,Acute encephalitis,3,
総数,2026,22,Acute flaccid paralysis,0,
総数,2026,22,Acute hemorrhagic conjunctivitis,5,
総数,2026,22,Acute poliomyelitis,0,
総数,2026,22,Amoebic dysentery,8,
総数,2026,22,Anthrax,0,
総数,2026,22,Aseptic meningitis,12,
総数,2026,22,Avian influenza (H5N1),0,
総数,2026,22,Avian influenza (H7N9),0,
総数,2026,22,Avian influenza (excluding H5N1),0,
総数,2026,22,Bacterial dysentery,1,
総数,2026,22,Bacterial meningitis,9,
総数,2026,22,Botulism,0,
総数,2026,22,Brucellosis,0,
総数,2026,22,COVID-19,1361,
総数,2026,22,Carbapenem-resistant Enterobacterales infection,12,
総数,2026,22,Casanul forest disease,0,
総数,2026,22,Chickenpox,999,
総数,2026,22,Chickenpox (hospitalized cases),21,
総数,2026,22,Chikungunya fever,0,
総数,2026,22,Chlamydial pneumonia,10,
総数,2026,22,Cholera,0,
総数,2026,22,Coccidioidomycosis,0,
総数,2026,22,Congenital rubella syndrome,0,
総数,2026,22,Creutzfeldt-Jakob disease,2,
総数,2026,22,Crimean-Congo hemorrhagic fever,0,
総数,2026,22,Cryptosporidiosis,0,
総数,2026,22,Dengue fever,0,
総数,2026,22,Diphtheria,0,
総数,2026,22,Disseminated cryptococcosis,1,
総数,2026,22,Drug-resistant Acinetobacter infection,0,
総数,2026,22,Eastern equine encephalitis,0,
総数,2026,22,Ebola hemorrhagic fever,0,
総数,2026,22,Echinococcosis,1,
総数,2026,22,Enterohemorrhagic E. coli infection (EHEC),42,
総数,2026,22,Epidemic keratoconjunctivitis,318,
総数,2026,22,Erythema infectiosum (Fifth disease),187,
総数,2026,22,Giardiasis,1,
総数,2026,22,Group A streptococcal pharyngitis,6296,
総数,2026,22,Hand-foot-and-mouth disease,3186,
総数,2026,22,Hantavirus pulmonary syndrome,0,
総数,2026,22,Hemorrhagic fever with renal syndrome,0,
総数,2026,22,Hendra virus infection,0,
総数,2026,22,Hepatitis A,5,
総数,2026,22,Hepatitis E,18,
総数,2026,22,Herpangina,671,
総数,2026,22,Herpes B (Macacine herpesvirus 1) infection,0,
総数,2026,22,Infectious gastroenteritis,11610,
総数,2026,22,Infectious gastroenteritis (Rotavirus),23,
総数,2026,22,Influenza,261,
総数,2026,22,Invasive Haemophilus influenzae infection,8,
総数,2026,22,Invasive meningococcal disease,0,
総数,2026,22,Invasive pneumococcal disease,50,
総数,2026,22,Japanese encephalitis,0,
総数,2026,22,Japanese spotted fever,19,
総数,2026,22,Lassa fever,0,
総数,2026,22,Legionellosis,34,
総数,2026,22,Leptospirosis,0,
総数,2026,22,Lissavirus infection,0,
総数,2026,22,Lyme disease,0,
総数,2026,22,MERS (Middle East respiratory syndrome),0,
総数,2026,22,Malaria,1,
総数,2026,22,Marburg hemorrhagic fever,0,
総数,2026,22,Measles,11,
総数,2026,22,Melioidosis,0,
総数,2026,22,Mpox,2,
総数,2026,22,Multi-drug-resistant Pseudomonas aeruginosa infection,5,
総数,2026,22,Mumps,114,
総数,2026,22,Mycoplasma pneumonia,112,
総数,2026,22,Nipah virus infection,0,
総数,2026,22,Omsk hemorrhagic fever,0,
総数,2026,22,Paratyphoid fever,1,
総数,2026,22,Pertussis (Whooping cough),93,
総数,2026,22,Pharyngoconjunctival fever,1264,
総数,2026,22,Plague,0,
総数,2026,22,Pseudoglanders,0,
総数,2026,22,Psittacosis (Ornithosis),0,
総数,2026,22,Q fever,0,
総数,2026,22,Rabies,0,
総数,2026,22,Relapsing fever,1,
総数,2026,22,Respiratory syncytial virus infection (RSV),737,
総数,2026,22,Rift Valley fever,0,
総数,2026,22,Rocky Mountain spotted fever,0,
総数,2026,22,Roseola (Exanthem subitum),872,
総数,2026,22,Rubella,0,
総数,2026,22,SARS (Severe Acute Respiratory Syndrome),0,
総数,2026,22,Scrub typhus (Tsutsugamushi disease),4,
総数,2026,22,Severe fever with thrombocytopenia syndrome (SFTS),4,
総数,2026,22,Severe invasive group A streptococcal infection,16,
総数,2026,22,Smallpox,0,
総数,2026,22,South American hemorrhagic fever,0,
総数,2026,22,Syphilis,165,
総数,2026,22,Tetanus,1,
総数,2026,22,Ticks-borne encephalitis,0,
総数,2026,22,Tuberculosis,273,
総数,2026,22,Tularemia,0,
総数,2026,22,Typhoid fever,2,
総数,2026,22,Typhus (Rickettsial),0,
総数,2026,22,Vancomycin-resistant Enterococcus infection,1,
総数,2026,22,Vancomycin-resistant Staphylococcus aureus infection,0,
総数,2026,22,Venezuelan equine encephalitis,0,
総数,2026,22,Viral hepatitis,6,
総数,2026,22,West Nile fever,0,
総数,2026,22,Western equine encephalitis,0,
総数,2026,22,Yellow fever,0,
総数,2026,22,Zika virus infection,0,
総数,2026,24,AIDS,16,
総数,2026,24,Acute encephalitis,6,
総数,2026,24,Acute flaccid paralysis,1,
総数,2026,24,Acute hemorrhagic conjunctivitis,5,
総数,2026,24,Acute poliomyelitis,0,
総数,2026,24,Amoebic dysentery,7,
総数,2026,24,Anthrax,0,
総数,2026,24,Aseptic meningitis,20,
総数,2026,24,Avian influenza (H5N1),0,
総数,2026,24,Avian influenza (H7N9),0,
総数,2026,24,Avian influenza (excluding H5N1),0,
総数,2026,24,Bacterial dysentery,0,
総数,2026,24,Bacterial meningitis,7,
総数,2026,24,Botulism,0,
総数,2026,24,Brucellosis,0,
総数,2026,24,COVID-19,2147,
総数,2026,24,Carbapenem-resistant Enterobacterales infection,13,
総数,2026,24,Casanul forest disease,0,
総数,2026,24,Chickenpox,987,
総数,2026,24,Chickenpox (hospitalized cases),13,
総数,2026,24,Chikungunya fever,0,
総数,2026,24,Chlamydial pneumonia,3,
総数,2026,24,Cholera,0,
総数,2026,24,Coccidioidomycosis,1,
総数,2026,24,Congenital rubella syndrome,0,
総数,2026,24,Creutzfeldt-Jakob disease,3,
総数,2026,24,Crimean-Congo hemorrhagic fever,0,
総数,2026,24,Cryptosporidiosis,0,
総数,2026,24,Dengue fever,1,
総数,2026,24,Diphtheria,0,
総数,2026,24,Disseminated cryptococcosis,3,
総数,2026,24,Drug-resistant Acinetobacter infection,0,
総数,2026,24,Eastern equine encephalitis,0,
総数,2026,24,Ebola hemorrhagic fever,0,
総数,2026,24,Echinococcosis,0,
総数,2026,24,Enterohemorrhagic E. coli infection (EHEC),97,
総数,2026,24,Epidemic keratoconjunctivitis,328,
総数,2026,24,Erythema infectiosum (Fifth disease),143,
総数,2026,24,Giardiasis,0,
総数,2026,24,Group A streptococcal pharyngitis,5834,
総数,2026,24,Hand-foot-and-mouth disease,6202,
総数,2026,24,Hantavirus pulmonary syndrome,0,
総数,2026,24,Hemorrhagic fever with renal syndrome,0,
総数,2026,24,Hendra virus infection,0,
総数,2026,24,Hepatitis A,2,
総数,2026,24,Hepatitis E,16,
総数,2026,24,Herpangina,1496,
総数,2026,24,Herpes B (Macacine herpesvirus 1) infection,0,
総数,2026,24,Infectious gastroenteritis,11140,
総数,2026,24,Infectious gastroenteritis (Rotavirus),15,
総数,2026,24,Influenza,272,
総数,2026,24,Invasive Haemophilus influenzae infection,12,
総数,2026,24,Invasive meningococcal disease,2,
総数,2026,24,Invasive pneumococcal disease,34,
総数,2026,24,Japanese encephalitis,0,
総数,2026,24,Japanese spotted fever,19,
総数,2026,24,Lassa fever,0,
総数,2026,24,Legionellosis,40,
総数,2026,24,Leptospirosis,0,
総数,2026,24,Lissavirus infection,0,
総数,2026,24,Lyme disease,0,
総数,2026,24,MERS (Middle East respiratory syndrome),0,
総数,2026,24,Malaria,0,
総数,2026,24,Marburg hemorrhagic fever,0,
総数,2026,24,Measles,5,
総数,2026,24,Melioidosis,0,
総数,2026,24,Mpox,2,
総数,2026,24,Multi-drug-resistant Pseudomonas aeruginosa infection,5,
総数,2026,24,Mumps,100,
総数,2026,24,Mycoplasma pneumonia,102,
総数,2026,24,Nipah virus infection,0,
総数,2026,24,Omsk hemorrhagic fever,0,
総数,2026,24,Paratyphoid fever,1,
総数,2026,24,Pertussis (Whooping cough),80,
総数,2026,24,Pharyngoconjunctival fever,1365,
総数,2026,24,Plague,0,
総数,2026,24,Pseudoglanders,0,
総数,2026,24,Psittacosis (Ornithosis),1,
総数,2026,24,Q fever,0,
総数,2026,24,Rabies,0,
総数,2026,24,Relapsing fever,0,
総数,2026,24,Respiratory syncytial virus infection (RSV),788,
総数,2026,24,Rift Valley fever,0,
総数,2026,24,Rocky Mountain spotted fever,0,
総数,2026,24,Roseola (Exanthem subitum),780,
総数,2026,24,Rubella,0,
総数,2026,24,SARS (Severe Acute Respiratory Syndrome),0,
総数,2026,24,Scrub typhus (Tsutsugamushi disease),1,
総数,2026,24,Severe fever with thrombocytopenia syndrome (SFTS),7,
総数,2026,24,Severe invasive group A streptococcal infection,20,
総数,2026,24,Smallpox,0,
総数,2026,24,South American hemorrhagic fever,0,
総数,2026,24,Syphilis,170,
総数,2026,24,Tetanus,1,
総数,2026,24,Ticks-borne encephalitis,0,
総数,2026,24,Tuberculosis,229,
総数,2026,24,Tularemia,0,
総数,2026,24,Typhoid fever,0,
総数,2026,24,Typhus (Rickettsial),0,
総数,2026,24,Vancomycin-resistant Enterococcus infection,0,
総数,2026,24,Vancomycin-resistant Staphylococcus aureus infection,0,
総数,2026,24,Venezuelan equine encephalitis,0,
総数,2026,24,Viral hepatitis,1,
総数,2026,24,West Nile fever,0,
総数,2026,24,Western equine encephalitis,0,
総数,2026,24,Yellow fever,0,
総数,2026,24,Zika virus infection,0,
